siteid,year,month,temperature_mean,temperature_max,temperature_min,precipitation_sum,wind_speed,wind_gusts,cloud_cover,frost_days,cooling_degree_days,heat_index,sunny_days,pud,aud,eud,nud,rud,has_rud_data,log_pud,log_aud,log_eud,log_rud,rud_x_available,year_centered,year_x_log_pud,year_x_log_aud,year_x_log_eud,monthly_visits_digital,mobility_sources_active,has_camping,has_hiking,has_hiking_1,has_hiking_2,has_fishing,has_boating,has_boating_1,has_boating_2,has_boating_3,has_hunting,has_wildlife_viewing,has_wildlife_viewing_1,has_biking,has_biking_1,has_climbing,has_swimming,has_picnic,has_skiing,has_skiing_1,total_activities,unique_activities,total_facilities,unique_facilities,activity_alpha,activity_beta,activity_gamma,has_water_activities,has_land_activities,name,own_type,mang_name,gap_sts,iucn_cat,featclas,des_tp,pub_acce,is_usfs,is_nps,is_blm,is_fws,is_state,is_federal,own_federal,own_state,own_local,own_private,access_open,access_restricted,access_closed,gap_status,highly_protected,area_km2,log_area_km2,sqrt_area_km2,dist_to_denver_km,trail_density_mean,access_mean,grass_pct_mean,shrub_pct_mean,tree_pct_mean,water_km2,river_km,trail_km,elev_mean,peak_dens_mean,road_density_mean,primroad_dist_mean,month_sin,month_cos,is_winter,is_spring,is_summer,is_fall,is_peak_season,log_water_km2,log_river_km,log_trail_km,log_facilities,log_activities,log_dist_to_denver,water_fraction,facility_density,elev_x_month_sin,elev_x_month_cos,elev_x_is_peak,elev_x_is_winter,dist_x_is_peak,dist_x_month_sin,dist_x_month_cos,log_area_x_is_peak,log_area_x_month_sin,log_area_x_is_winter,trails_x_is_peak,trails_x_month_sin,has_water_x_is_peak,has_water_x_month_sin,has_camping_x_is_peak,has_camping_x_month_sin,elev_x_temp,elev_x_frost,elev_x_precip,dist_x_precip,dist_x_temp,dist_x_wind,water_x_temp,water_x_cooling_dd,tree_x_temp,access_x_precip,access_x_frost,area_x_temp,log_pud_x_elev,log_pud_x_dist,log_pud_x_trails,log_pud_x_area,log_pud_x_access,log_pud_x_tree,log_pud_x_water,log_pud_x_activities,log_pud_x_road_density,log_aud_x_elev,log_aud_x_dist,log_aud_x_trails,log_aud_x_area,log_aud_x_access,log_aud_x_tree,log_aud_x_water,log_aud_x_activities,log_aud_x_road_density,log_eud_x_elev,log_eud_x_dist,log_eud_x_trails,log_eud_x_area,log_eud_x_access,log_eud_x_tree,log_eud_x_water,log_eud_x_activities,log_eud_x_road_density,log_rud_x_elev,log_rud_x_dist,log_rud_x_trails,log_rud_x_area,log_rud_x_access,log_rud_x_tree,log_rud_x_water,log_rud_x_activities,log_rud_x_road_density,log_pud_x_is_usfs,log_pud_x_is_nps,log_pud_x_is_blm,log_aud_x_is_usfs,log_aud_x_is_nps,log_aud_x_is_blm,log_eud_x_is_usfs,log_eud_x_is_nps,log_eud_x_is_blm,log_rud_x_is_usfs,log_rud_x_is_nps,log_rud_x_is_blm,log_pud_x_precip,log_pud_x_frost,log_pud_x_temp,log_aud_x_precip,log_aud_x_frost,log_aud_x_temp,log_eud_x_precip,log_eud_x_frost,log_eud_x_temp,log_rud_x_precip,log_rud_x_frost,log_rud_x_temp,log_pud_x_own_federal,log_aud_x_own_federal,log_eud_x_own_federal,log_rud_x_own_federal,log_pud_x_access_open,log_pud_x_access_restricted,log_pud_x_access_closed,log_aud_x_access_open,log_aud_x_access_restricted,log_aud_x_access_closed,log_eud_x_access_open,log_eud_x_access_restricted,log_eud_x_access_closed,log_rud_x_access_open,log_rud_x_access_restricted,log_rud_x_access_closed,is_blm_x_month_sin,is_blm_x_month_cos,is_blm_x_is_peak,is_blm_x_is_winter,is_nps_x_month_sin,is_nps_x_month_cos,is_nps_x_is_peak,is_nps_x_is_winter,is_usfs_x_month_sin,is_usfs_x_month_cos,is_usfs_x_is_peak,is_usfs_x_is_winter,is_usfs_x_elev,is_usfs_x_area,is_usfs_x_dist,is_usfs_x_trails,is_usfs_x_temp,is_nps_x_elev,is_nps_x_area,is_nps_x_dist,is_nps_x_trails,is_nps_x_temp,is_blm_x_elev,is_blm_x_area,is_blm_x_dist,is_blm_x_trails,is_blm_x_temp,access_open_x_is_peak,access_open_x_is_winter,access_restricted_x_is_peak,access_restricted_x_is_winter,protected_x_is_peak,protected_x_dist,protected_x_elev,gap_x_area,gap_x_trails,own_federal_x_log_pud,own_federal_x_log_aud,own_federal_x_log_eud,own_federal_x_log_rud,precip_ytd,precip_3mo,frost_days_ytd,frost_3mo_sum,cooling_dd_ytd,temp_3mo_mean,precip_ytd_x_elev,frost_ytd_x_elev,mobility_diversity
619,2021,10,-2.061290323,3.680645161,-7.237096774,47.45,17.38225806,54.79032258,54.33870968,31,0,32.49516129,21,0,0,0,0,16,1,0,0,0,2.833213344,2.833213344,-1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-0.866025404,0.5,0,0,0,1,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-2795.66645,1614.078777,0,0,0,-149.8244493,86.50118616,0,-4.305949282,0,0,0,0,0,0,0,-6654.169927,100072.8842,153176.076,8208.962566,-356.6081158,3007.171881,-2.428632716,0,-16.49032258,4697.55,3069,-10.24890442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9146.05906,490.1526298,0,14.08696894,280.4881211,22.66570675,3.338120081,0,0,0,0,0,0,0,0,0,0,0,2.833213344,0,0,0,0,0,0,0,0,0,0,0,134.4359732,87.82961367,-5.840075248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.833213344,0,0,0,0,0,0,0,0,0,-0.866025404,0.5,0,0,3228.157555,4.972081955,173.0023723,0,-2.061290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,583.8,112.75,212,43,0,5.089964158,1884598.38,684369.4016,1.416606672
619,2021,11,-5.126666667,-0.846666667,-9.678333333,39.65,20.49,64.41,62.18333333,30,0,29.07333333,21,0,0,0,0,26,1,0,0,0,3.295836866,3.295836866,-1,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-0.5,0.866025404,0,0,0,1,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-1614.078777,2795.66645,0,0,0,-86.50118616,149.8244493,0,-2.486040977,0,0,0,0,0,0,0,-16549.68773,96844.72664,127996.447,6859.544062,-886.9254954,3544.818609,-6.040289548,0,-41.01333333,3925.35,2970,-25.49020682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10639.48068,570.1875966,0,16.38717101,326.2878497,26.36669493,3.883187706,0,0,0,0,0,0,0,0,0,0,0,3.295836866,0,0,0,0,0,0,0,0,0,0,0,130.6799317,98.87510598,-16.896657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.295836866,0,0,0,0,0,0,0,0,0,-0.5,0.866025404,0,0,3228.157555,4.972081955,173.0023723,0,-5.126666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,623.45,114.85,242,71,0,0.042903226,2012594.827,781214.1282,1.647918433
619,2021,12,-9.40483871,-5.546774194,-13.03225806,98.6,25.13387097,79.83709677,68.75806452,31,0,24.07903226,16,0,0,0,0,31,1,0,0,0,3.465735903,3.465735903,-1,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-2.45E-16,1,1,0,0,0,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-7.91E-13,3228.157555,0,3228.157555,0,-4.24E-14,173.0023723,0,-1.22E-15,4.972081955,0,0,0,0,0,0,-30360.30113,100072.8842,318296.3349,17058.03391,-1627.059408,4348.219303,-11.08087431,0,-75.23870968,9761.4,3069,-46.76162883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11187.94154,599.580533,0,17.23192294,343.1078544,27.72588722,4.083364438,0,0,0,0,0,0,0,0,0,0,0,3.465735903,0,0,0,0,0,0,0,0,0,0,0,341.72156,107.437813,-32.59468718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465735903,0,0,0,0,0,0,0,0,0,-2.45E-16,1,0,1,3228.157555,4.972081955,173.0023723,0,-9.40483871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,722.05,185.7,273,92,0,-5.5309319,2330891.162,881287.0124,1.732867951
619,2022,1,-11.2516129,-6.870967742,-15.04032258,57.35,18.83548387,60.38387097,58.67741935,31,0,20.6516129,21,0,0,0,0,18,1,0,0,0,2.944438979,2.944438979,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,0.5,0.866025404,1,0,0,0,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,1614.078777,2795.66645,0,3228.157555,0,86.50118616,149.8244493,0,2.486040977,4.972081955,0,0,0,0,0,0,-36321.97919,100072.8842,185134.8358,9921.686052,-1946.555725,3258.583393,-13.25676199,0,-90.01290323,5677.65,3069,-55.94394148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9505.112935,509.3949285,0,14.63999191,291.4994589,23.55551183,3.469167229,0,0,0,0,0,0,0,0,0,0,0,2.944438979,0,0,0,0,0,0,0,0,0,0,0,168.8635755,91.27760835,-33.12968761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944438979,0,0,0,0,0,0,0,0,0,0.5,0.866025404,0,1,3228.157555,4.972081955,173.0023723,0,-11.2516129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,57.35,195.6,31,92,0,-8.59437276,185134.8358,100072.8842,1.47221949
619,2022,2,-13.0125,-8.469642857,-17.3625,36.7,20.16964286,63.80714286,56.51785714,28,0,19.63035714,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,0.866025404,0.5,1,0,0,0,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,2795.66645,1614.078777,0,3228.157555,0,149.8244493,86.50118616,0,4.305949282,4.972081955,0,0,0,0,0,0,-42006.40018,90388.41153,118473.3823,6349.187064,-2251.19337,3489.396063,-15.33145665,0,-104.1,3633.3,2772,-64.69921643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866025404,0.5,0,1,3228.157555,4.972081955,173.0023723,0,-13.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,94.05,192.65,59,90,0,-11.22298387,303608.218,190461.2957,0
619,2022,3,-8.333870968,-3.6,-12.91129032,55,17.62096774,55.57741935,63.83870968,31,0,24.60967742,24,0,0,0,0,29,1,0,0,0,3.401197382,3.401197382,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,1,6.12E-17,0,1,0,0,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,3228.157555,1.98E-13,0,0,0,173.0023723,1.06E-14,0,4.972081955,0,0,0,0,0,0,0,-26903.04852,100072.8842,177548.6655,9515.130477,-1441.779448,3048.469222,-9.819049487,0,-66.67096774,5445,3069,-41.43668945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10979.60102,588.4152157,0,16.91103213,336.7185408,27.20957905,4.007324512,0,0,0,0,0,0,0,0,0,0,0,3.401197382,0,0,0,0,0,0,0,0,0,0,0,187.065856,105.4371188,-28.34514011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.401197382,0,0,0,0,0,0,0,0,0,1,6.12E-17,0,0,3228.157555,4.972081955,173.0023723,0,-8.333870968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,149.05,149.05,90,90,0,-10.86599462,481156.8835,290534.1799,1.700598691
619,2022,4,-5.371666667,0.003333333,-10.42333333,73.8,23.18333333,71.91833333,69.58333333,30,0,25.05333333,26,0,0,0,0,8,1,0,0,0,2.197224577,2.197224577,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,0.866025404,-0.5,0,1,0,0,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,2795.66645,-1614.078777,0,0,0,149.8244493,-86.50118616,0,4.305949282,0,0,0,0,0,0,0,-17340.58633,96844.72664,238238.0275,12767.57508,-929.3110766,4010.771665,-6.32895098,0,-42.97333333,7306.2,2970,-26.7083669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092.987118,380.1250644,0,10.92478067,217.5252332,17.57779662,2.588791804,0,0,0,0,0,0,0,0,0,0,0,2.197224577,0,0,0,0,0,0,0,0,0,0,0,162.1551738,65.91673732,-11.80275802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.197224577,0,0,0,0,0,0,0,0,0,0.866025404,-0.5,0,0,3228.157555,4.972081955,173.0023723,0,-5.371666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,222.85,165.5,120,89,0,-8.906012545,719394.911,387378.9065,1.098612289
619,2022,5,-0.143548387,5.719354839,-5.374193548,91.7,18.47419355,58.62741935,68.69354839,31,0,30.46129032,27,0,0,0,0,10,1,0,0,0,2.397895273,2.397895273,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,0.5,-0.866025404,0,1,0,0,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,1614.078777,-2795.66645,0,0,0,86.50118616,-149.8244493,0,2.486040977,0,0,0,0,0,0,0,-463.3968103,100072.8842,296022.0478,15864.31754,-24.83421151,3196.079311,-0.169130134,0,-1.148387097,9078.3,3069,-0.713734345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7740.78374,414.8415708,0,11.92253181,237.391632,19.18316218,2.825224009,0,0,0,0,0,0,0,0,0,0,0,2.397895273,0,0,0,0,0,0,0,0,0,0,0,219.8869965,74.33475346,-0.344213999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.397895273,0,0,0,0,0,0,0,0,0,0.5,-0.866025404,0,0,3228.157555,4.972081955,173.0023723,0,-0.143548387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,314.55,220.5,151,92,0,-4.616362007,1015416.959,487451.7907,1.198947636
619,2022,6,5.878333333,13.35166667,-1.348333333,27.95,15.87166667,51.72166667,46.48333333,19,0,33.98666667,30,0,0,0,0,14,1,0,0,0,2.708050201,2.708050201,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,1.22E-16,-1,0,0,1,0,1,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,3.95E-13,-3228.157555,3228.157555,0,173.0023723,2.12E-14,-173.0023723,4.972081955,6.09E-16,0,0,0,0,0,0,0,18976.18616,61334.99354,90227.00365,4835.416306,1016.965612,2745.835986,6.925910675,0,47.02666667,2767.05,1881,29.22755509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8742.012715,468.4991091,0,13.46464754,268.0969699,21.66440161,3.190651624,0,0,0,0,0,0,0,0,0,0,0,2.708050201,0,0,0,0,0,0,0,0,0,0,0,75.69000312,51.45295382,15.91882177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.708050201,0,0,0,0,0,0,0,0,0,1.22E-16,-1,1,0,3228.157555,4.972081955,173.0023723,0,5.878333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,173.0023723,3228.157555,4.972081955,0,0,0,0,0,342.5,193.45,170,80,0,0.121039427,1105643.962,548786.7843,1.354025101
619,2022,7,11.31935484,18.56935484,4.170967742,78.05,14.1516129,43.33709677,45.91935484,0,0,40.38387097,29,0,0,1,0,2,1,0,0,0.693147181,1.098612289,1.098612289,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-0.5,-0.866025404,0,0,1,0,1,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-1614.078777,-2795.66645,3228.157555,0,173.0023723,-86.50118616,-149.8244493,4.972081955,-2.486040977,0,0,0,0,0,0,0,36540.66084,0,251957.6971,13502.83516,1958.27524,2448.262604,13.33657621,0,90.55483871,7726.95,0,56.28075993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2237.588307,119.9161066,0,3.446384588,68.62157088,5.545177444,0.816672888,0,0,3546.493559,190.0625322,0,5.462390336,108.7626166,8.788898309,1.294395902,0,0,0,0,0,0,0,0,0.693147181,0,0,1.098612289,0,0,0,0,0,0,0,0,54.10013744,0,7.845978892,85.74668913,0,12.43558233,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0,1.098612289,0,0,0,0,0,0,0,0,0,-0.5,-0.866025404,1,0,3228.157555,4.972081955,173.0023723,0,11.31935484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,173.0023723,3228.157555,4.972081955,0,0,0,0,0,420.55,197.7,170,50,0,5.684713262,1357601.66,548786.7843,0.543078102
619,2022,8,10.43870968,17.2,3.917741935,68.35,12.80645161,40.73548387,40.98387097,0,0,40.93870968,29,0,0,0,0,2,1,0,0,0,1.098612289,1.098612289,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-0.866025404,-0.5,0,0,1,0,1,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-2795.66645,-1614.078777,3228.157555,0,173.0023723,-149.8244493,-86.50118616,4.972081955,-4.305949282,0,0,0,0,0,0,0,33697.79951,0,220644.5689,11824.71215,1805.921538,2215.54651,12.29899135,0,83.50967742,6766.65,0,51.90212002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546.493559,190.0625322,0,5.462390336,108.7626166,8.788898309,1.294395902,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0,0,0,0,0,75.09014993,0,11.46809473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,0,0,0,0,0,0,0,0,0,-0.866025404,-0.5,1,0,3228.157555,4.972081955,173.0023723,0,10.43870968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,173.0023723,3228.157555,4.972081955,0,0,0,0,0,488.9,174.35,170,19,0,9.212132616,1578246.228,548786.7843,0.549306144
619,2022,9,7.605,14.98166667,0.635,35.1,14.44666667,44.41833333,31.31666667,15,0,34.43,29,6,0,0,0,14,1,1.945910149,0,0,2.708050201,2.708050201,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-1,-1.84E-16,0,0,0,1,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-3228.157555,-5.93E-13,0,0,0,-173.0023723,-3.18E-14,0,-4.972081955,0,0,0,0,0,0,0,24550.1382,48422.36332,113308.3302,6072.383268,1315.683041,2499.307605,8.960286479,0,60.84,3474.9,1485,37.81268326,6281.704548,336.6470721,0,9.675224737,192.6451048,15.56728119,2.292690651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8742.012715,468.4991091,0,13.46464754,268.0969699,21.66440161,3.190651624,0,0,1.945910149,0,0,0,0,0,0,0,0,2.708050201,0,0,68.30144623,29.18865224,14.79864668,0,0,0,0,0,0,95.05256206,40.62075302,20.59472178,0,0,0,0,0,1.945910149,0,0,0,0,0,0,0,0,2.708050201,0,0,0,0,0,0,0,0,0,-1,-1.84E-16,0,0,3228.157555,4.972081955,173.0023723,0,7.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,524,181.5,185,15,0,9.787688172,1691554.559,597209.1476,1.37904139
619,2022,10,-1.266129032,5.019354839,-6.951612903,22.55,16.4516129,50.04032258,35.16129032,31,0,28.74193548,26,0,0,0,0,5,1,0,0,0,1.791759469,1.791759469,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,WILLIAMS FORK,DESG,USFS,1,Ib: Wilderness areas,Designation,Wilderness Area,RESTRICTED ACCESS,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,143.3270572,4.972081955,11.97192788,173.0023723,0,99,62,5,8,1.178209925,14.85767033,84.33073814,3228.157555,167.7214581,0,0.922627812,-0.866025404,0.5,0,0,0,1,0,0.778503404,2.763653316,4.446534743,0,0,5.159068933,0.008220429,0,-2795.66645,1614.078777,0,0,0,-149.8244493,86.50118616,0,-4.305949282,0,0,0,0,0,0,0,-4087.264001,100072.8842,72794.95286,3901.203496,-219.0433262,2846.168061,-1.491765792,0,-10.12903226,2232.45,3069,-6.295297313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5784.081867,309.9786388,0,8.908774924,177.3841875,14.33407575,2.11106879,0,0,0,0,0,0,0,0,0,0,0,1.791759469,0,0,0,0,0,0,0,0,0,0,0,40.40417603,55.54454355,-2.268598683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791759469,0,0,0,0,0,0,0,0,0,-0.866025404,0.5,0,0,3228.157555,4.972081955,173.0023723,0,-1.266129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0023723,3228.157555,4.972081955,0,0,0,0,0,546.55,126,216,46,0,5.592526882,1764349.511,697282.0318,0.895879735
